Sample,,,,,,,Metal_A  [ He ] ,,,Metal_B  [ He ] ,,,Metal_C  [ He ] ,,,Metal_D  [ He ] ,,,Metal_E  [ He ] ,,,Metal_F [ He ] ,,,Metal_G  [ He ] ,,,Metal_H [ He ] ,,,Metal_I  [ He ] ,,,Metal_J  [ He ] ,,
,FALSE,sample52.d,2020/10/28 17:21,Sample,,28_3_Liver,30.21177637,26789.76627,2.807338401,0.151633635,10844.54871,0.580570118,0.773320081,14476.4654,11.59157723,33.82971292,1235399.164,1.540108951,23.42903846,144019.3368,0.60723796,0.38593279,25560.49833,2.730586077,44.45885436,475190.2619,1.206551523,0.210330621,5440.258455,14.98641305,0.027904781,1828.68687,8.457416502,0.102128099,6943.415523,5.025208345
,FALSE,sample53.d,2020/10/28 17:25,Sample,,28_4_Liver,23.84196214,28588.12285,2.696619739,0.086021725,10106.93605,2.615675015,0.515600143,9792.919951,11.01283795,72.37943955,3144774.598,0.711499251,38.29271179,302832.7944,1.36863084,0.450325108,23867.7541,1.526308409,52.33364017,439771.6076,0.514560522,0.23317418,6222.344511,9.24129251,0.025349806,1496.947243,12.70696095,0.129100198,6389.308848,5.247185449
,FALSE,sample54.d,2020/10/28 17:29,Sample,,28_5_Liver,30.64192037,29301.16681,1.349093786,0.174864441,9264.533465,1.907136675,0.74575304,10546.72897,5.184451167,30.20257771,1817288.549,0.414264782,39.41589145,290183.4386,0.970585872,0.44398954,17152.71022,3.73870105,49.07673877,591194.2371,1.886709699,0.426778787,5121.683081,5.892310557,0.012132723,845.5671634,5.55219836,0.126582464,6468.74603,2.590634057
,FALSE,sample55.d,2020/10/28 17:33,Sample,,28_6_Liver,24.79030363,27021.82312,3.194104488,0.122948263,13258.20132,3.482669638,0.616733832,8602.168507,10.53218245,62.643374,1459101.606,0.656258125,31.66846243,273726.2042,0.600124879,0.424102282,15823.14401,1.53560433,44.98021166,472450.3499,0.932775357,0.428602626,6067.993543,4.599724561,0.013194728,1368.849189,7.561747161,0.143471932,7034.033641,3.931163834
,FALSE,sample56.d,2020/10/28 17:36,Sample,,28_7_Liver,21.70111225,28740.64769,0.33654672,0.057508014,13153.8023,3.461066682,0.622766037,11815.13905,5.351332271,50.45266904,1330418.948,1.1059478,26.6606089,246765.2682,1.312225686,0.372161253,20060.95947,3.803032035,39.17042524,444380.7619,2.192592787,0.156947236,2530.501685,8.125250285,0.031620807,2575.686187,12.51100847,0.139316169,7437.020664,5.871622176
,FALSE,sample57.d,2020/10/28 17:40,Sample,,28_8_Liver,20.4227816,26543.82465,1.259467728,0.119116422,10747.06953,1.260153522,0.668534323,13493.93513,13.26611211,64.29207535,1735224.128,0.956479682,23.42661538,249197.5881,1.366031921,0.386933065,18724.18309,1.213750678,60.0347006,390851.5684,1.753155454,0.485154864,2701.622967,7.583074612,0.027626161,1550.498334,8.749241108,0.142927952,6596.880737,2.239784668
,FALSE,sample58.d,2020/10/28 17:44,Sample,,28_9_Liver,22.94958529,22622.01657,0.440056201,0.076295794,9053.890829,1.765422308,0.715782892,13348.54143,9.413916466,41.30752497,2378156.573,1.039265524,24.61265089,305883.0613,1.279009147,0.470779053,18838.39521,2.811040062,55.96800903,419987.6342,0.884999827,0.190306261,2243.93102,13.78578707,0.013822238,1305.147367,13.78785204,0.100760853,7261.523727,2.276517123
,FALSE,sample59.d,2020/10/28 17:48,Sample,,28_10_Liver,23.49935125,20780.05662,2.889228664,0.106076393,7756.054381,2.466778943,0.782748148,10280.74789,7.092444689,48.63684298,3098329.871,0.545392433,26.89564436,150547.6135,0.84901926,0.370485117,23199.75857,2.624871493,53.53269681,510573.2961,0.785062593,0.558831595,7093.045156,12.31074368,0.01771169,2536.688819,13.84773137,0.144466862,6141.676485,4.220613649
,FALSE,sample60.d,2020/10/28 17:51,Sample,,28_11_Liver,30.61705995,23211.89345,0.940893561,0.136100983,13578.74732,3.500699993,0.733519439,12305.32875,6.343852193,70.10551373,3020081.98,1.31180494,28.76978646,315695.9593,1.396699023,0.355346566,22328.3736,1.461743728,61.12165089,452463.5647,2.174787094,0.46982798,3636.558136,7.934487952,0.037654799,2889.643632,7.122071884,0.138859719,5613.454177,4.07153376
,FALSE,sample61.d,2020/10/28 17:55,Sample,,28_12_Liver,20.55069392,21046.93841,2.503267568,0.145880702,15495.98811,2.660723214,0.591958388,13720.17115,11.99739129,65.26392236,2043281.546,1.700144806,34.7510275,165648.2688,1.38411952,0.429913542,22981.18706,3.363021542,51.49513271,442456.7274,0.88806617,0.176011567,5573.07815,4.176824716,0.039537299,1525.853906,10.08118724,0.118040775,5935.037871,5.475800443
,FALSE,sample62.d,2020/10/28 17:59,Sample,,28_13_Liver,25.03303207,27547.44479,2.938438649,0.111337431,9620.753445,0.715513466,0.675162009,12665.22251,16.16941098,32.27731908,2475674.458,0.853878095,37.85627192,204956.7774,0.654992384,0.384155759,18584.21771,2.505955452,40.82265961,412481.3512,1.715161841,0.322312581,964.9177146,15.69479716,0.026811386,2418.123065,8.235884992,0.11598701,5732.455501,5.897051208
,FALSE,sample63.d,2020/10/28 18:03,Sample,,28_14_Liver,20.52820423,28285.64757,1.850952729,0.097013854,10092.56731,0.876781796,0.610828317,8636.991483,1.000792972,42.81339052,1622072.242,1.415495191,27.89140663,167244.6214,0.53264887,0.396094443,22366.82655,3.01772937,53.48242083,566451.3162,1.031437862,0.507986882,6754.81005,9.182228765,0.035015063,1178.508125,8.322716467,0.110240553,7352.798417,3.644785143
,FALSE,sample64.d,2020/10/28 18:06,Sample,,28_15_Liver,21.29359945,20174.82305,2.327015279,0.187147157,11245.57064,2.905795926,0.727004807,9137.500729,15.96099397,75.08136441,1905226.172,0.543095291,27.70184602,189724.3394,1.278666185,0.321357366,24679.22315,1.332481398,60.16355475,389214.9474,2.211018967,0.437924208,3645.913653,7.807229486,0.039338682,1047.012533,8.78293066,0.137319272,5640.151139,3.881468908
